seed_type,scov_type,time,scov
SVRM,leaves_size,22001,324.0
SVRM,leaves_size,23001,324.0
SVRM,leaves_size,24001,324.0
SVRM,leaves_size,25001,324.0
SVRM,leaves_size,26001,324.0
SVRM,leaves_size,27001,348.0
SVRM,leaves_size,28001,348.0
SVRM,leaves_size,29001,357.0
SVRM,leaves_size,30001,357.0
SVRM,leaves_size,31001,366.0
SVRM,leaves_size,32001,366.0
SVRM,leaves_size,33001,371.0
SVRM,leaves_size,34001,371.0
SVRM,leaves_size,35001,379.0
SVRM,leaves_size,36001,379.0
SVRM,leaves_size,37001,387.0
SVRM,leaves_size,38001,388.0
SVRM,leaves_size,39001,397.0
SVRM,leaves_size,40001,402.0
SVRM,leaves_size,41001,404.0
SVRM,leaves_size,42001,410.0
SVRM,leaves_size,43001,412.0
SVRM,SM_num,0,0.0
SVRM,SM_num,1,422.0
SVRM,SM_num,1001,1090.0
SVRM,SM_num,2001,1336.0
SVRM,SM_num,3001,1545.0
SVRM,SM_num,4001,1689.0
SVRM,SM_num,5001,2003.0
SVRM,SM_num,6001,2093.0
SVRM,SM_num,7001,2215.0
SVRM,SM_num,8001,2450.0
SVRM,SM_num,9001,4140.0
SVRM,SM_num,10001,4140.0
SVRM,SM_num,11001,4140.0
SVRM,SM_num,12001,5114.0
SVRM,SM_num,13001,5114.0
SVRM,SM_num,14001,5114.0
SVRM,SM_num,15001,5114.0
SVRM,SM_num,16001,6317.0
SVRM,SM_num,17001,6484.0
SVRM,SM_num,18001,6484.0
SVRM,SM_num,19001,6733.0
SVRM,SM_num,20001,6733.0
SVRM,SM_num,21001,6733.0
SVRM,SM_num,22001,7099.0
SVRM,SM_num,23001,7099.0
SVRM,SM_num,24001,7099.0
SVRM,SM_num,25001,7099.0
SVRM,SM_num,26001,7099.0
SVRM,SM_num,27001,7626.0
SVRM,SM_num,28001,7626.0
SVRM,SM_num,29001,7817.0
SVRM,SM_num,30001,7817.0
SVRM,SM_num,31001,7921.0
SVRM,SM_num,32001,7921.0
SVRM,SM_num,33001,8045.0
SVRM,SM_num,34001,8045.0
SVRM,SM_num,35001,8240.0
SVRM,SM_num,36001,8258.0
SVRM,SM_num,37001,8460.0
SVRM,SM_num,38001,8460.0
SVRM,SM_num,39001,8632.0
SVRM,SM_num,40001,8722.0
SVRM,SM_num,41001,8772.0
SVRM,SM_num,42001,8914.0
SVRM,SM_num,43001,8951.0
SVRM,TPC_cov,0,0.0
SVRM,TPC_cov,1,5533.0
SVRM,TPC_cov,1001,6301.0
SVRM,TPC_cov,2001,6391.0
SVRM,TPC_cov,3001,6467.0
SVRM,TPC_cov,4001,6556.0
SVRM,TPC_cov,5001,6750.0
SVRM,TPC_cov,6001,6796.0
SVRM,TPC_cov,7001,6840.0
SVRM,TPC_cov,8001,6848.0
SVRM,TPC_cov,9001,6850.0
SVRM,TPC_cov,10001,6885.0
SVRM,TPC_cov,11001,6894.0
SVRM,TPC_cov,12001,6902.0
SVRM,TPC_cov,13001,6911.0
SVRM,TPC_cov,14001,6932.0
SVRM,TPC_cov,15001,6936.0
SVRM,TPC_cov,16001,6936.0
SVRM,TPC_cov,17001,6936.0
SVRM,TPC_cov,18001,6939.0
SVRM,TPC_cov,19001,6940.0
SVRM,TPC_cov,20001,6940.0
SVRM,TPC_cov,21001,6940.0
SVRM,TPC_cov,22001,6943.0
SVRM,TPC_cov,23001,6944.0
SVRM,TPC_cov,24001,6966.0
SVRM,TPC_cov,25001,6972.0
SVRM,TPC_cov,26001,6973.0
SVRM,TPC_cov,27001,6973.0
SVRM,TPC_cov,28001,6977.0
SVRM,TPC_cov,29001,7064.0
SVRM,TPC_cov,30001,7064.0
SVRM,TPC_cov,31001,7066.0
SVRM,TPC_cov,32001,7066.0
SVRM,TPC_cov,33001,7067.0
SVRM,TPC_cov,34001,7067.0
SVRM,TPC_cov,35001,7068.0
SVRM,TPC_cov,36001,7068.0
SVRM,TPC_cov,37001,7068.0
SVRM,TPC_cov,38001,7068.0
SVRM,TPC_cov,39001,7070.0
SVRM,TPC_cov,40001,7070.0
SVRM,TPC_cov,41001,7070.0
SVRM,TPC_cov,42001,7070.0
SVRM,TPC_cov,43001,7070.0
